t,y,s^e,in^T,in^e,in,k,gr_k,u,rr_l,π,i,s,S,IN,I,K,Y,ω^T,ER,z_3,z_4,z_5,W,pr,N^T,N,WB,UC,NUC,NHUC,p,φ,φ^T,HC^e,σ_se,F^T_f,FU^T_f,FD_f,F_f,FU_f,L_fd,V_f,NPL,e_s,r_K,PE,q,YP,T,YD_r,YD_hs,CG,V,v,C,c,yd^e_r,yd_r,GL,η,NL,REP,L_hd,nl,BUR,B_hd,BL_d,p_e,M_d,V_fma,H_hd,e_d,G,g,PSBR,B_s,GD,F_cb,BL_s,B_hs,H_hs,H_bs,H_s,B_cbd,B_cbs,r_b,r_bL,p_bL,M_s,L_fs,L_hs,H_bd,B_bs,B_bd,BLR,r_m,z_2a,z_2b,z_1a,z_1b,r_l,OF^T_b,OF^e_b,FU^T_b,npl^e,FD_b,F^T_b,F_b,add_l,FU_b,OF_b,CAR,L_s
76,117202367.55324285,116085907.02784568,23217181.40556914,16890571.76165177,16244777.448680708,175444674.3231383,0.03001938189035901,0.6880842103017144,0.056066552997429346,0.006842226997668884,23282497.8935573,116083930.27965257,1235099335.1414218,134013837.79093167,247719021.91409612,1866680427.5919611,1238982169.8310158,1098944.501679852,0.995692299826478,1.0,2.3299078200951732e-105,-5.2967700759722004e-107,11138847.391622085,1350250.55998805,86.80045839397125,86.80245519285165,966879301.6016736,8.249656741499924,8.249466966870934,8.335698128996027,10.639709838957952,0.2764029688104139,0.27642387118761036,964966633.0501481,0.1358830855528801,266739812.27376857,219758092.633358,38251148.953611,260039908.14150682,213396402.44279706,277063777.2877233,411734686.68190706,5343888.90157381,15676.514371520114,0.030236395265110756,4.971492304106655,0.5759592445021828,1061797191.9550614,242556950.53021425,800111379.6520479,830713624.5783935,30602244.92634553,2392991109.815998,224911312.99940002,745333889.5494215,70052087.96401167,73718810.60218143,73716500.79529227,41392465.08721257,0.051733378801028226,11168249.13285447,30224215.9543581,313410408.6764355,1049676.100359051,0.0639649911059932,479700418.23941827,12218648.067486105,83685.42715052748,574358920.6980702,2274701969.2649713,37266694.47747108,15676.514371520114,242046423.6779039,22749344.4220836,28684349.905931123,581874293.4710842,804031531.0617403,2227089.26605256,12218648.067486105,479700418.23941827,37266694.47747108,28717946.034903508,65984640.51237459,65984640.51237459,65984640.51237459,0.035,0.055,18.18181818181818,574358920.6980702,277063777.2877233,313410408.6764355,28717946.034903508,36189234.719291575,36189234.77256379,0.06300804858721472,0.018800001321348597,1.8199085152348106e-131,3.53840747683994e-271,5.752570186097025e-128,-2.226660187067224e-110,0.06329240007769124,56943660.4622271,69659577.00414923,-3133388.7930409466,0.019999999999999997,18279827.2204017,15146438.42736075,26509307.496767484,0.044492398756342644,8229480.276365781,81022446.07355596,0.13721589867941977,590474185.9641588
77,120714793.27717304,119564572.71308267,23912914.542616535,17394998.01277108,16729734.644762354,180711144.3743656,0.030017839364720182,0.6880504851052797,0.056063711503655855,0.006847269471924278,23981153.461276572,119562697.23812313,1280822902.6205769,138957685.42196414,256899612.45477402,1935879482.6523147,1284850971.8566315,1131912.8367302462,0.995657943736039,1.0,-8.516185550645355e-123,1.2173161057465955e-124,11551433.110646324,1390758.07678769,86.79783730355537,86.79968445927392,1002660749.0465112,8.30603045268974,8.305853694788926,8.392664949685441,10.712562799328378,0.276419690712171,0.2764384469144401,1000673261.0393611,0.1358661439584904,276624562.14967537,227901500.160968,39669087.9869869,269680097.13665515,221307755.7767304,287296837.66556364,427076253.52342945,5541275.54575447,15908.245593580594,0.030237986846432134,4.971247672335333,0.575947035003773,1101092375.4058304,251533542.23770788,829722336.1936607,861465869.7020788,31743533.508418005,2481548583.5407877,231648451.45112282,772908395.9772931,72149719.02210046,75925823.499703,75923651.18025503,42925282.979007326,0.05173451539853769,11584242.111363728,31341040.8676436,324994650.78779876,1081369.8204821376,0.0639630170793987,497441516.6205049,12670281.71250068,85519.42883211473,595608236.7516432,2358887937.8787384,38645419.79886466,15908.245593580594,251014894.18850946,23431824.7547461,29756137.87184255,603418910.5244797,833787668.9335833,2309462.41793311,12670281.71250068,497441516.6205049,38645419.79886466,29780411.83758216,68425831.63644683,68425831.63644683,68425831.63644683,0.035,0.055,18.18181818181818,595608236.7516432,287296837.66556364,324994650.78779876,29780411.83758216,37551562.26752824,37551562.32388343,0.063047419455333,0.018800001321348604,3.152332221389229e-149,3.4722171724351715e-289,-2.5065398292764643e-145,-6.853986568746464e-128,0.06329486431584998,59047418.5964159,72232435.08269995,-3248735.4451015894,0.02,18956427.198414497,15707691.753313014,27490482.53379768,0.04449486299450137,8534055.335383182,84015225.86318472,0.13721442719372237,612291488.4533623
78,124332777.36839134,123147803.4612677,24629560.69225354,17914708.55188603,17229403.466253035,186135440.4744886,0.03001638951987092,0.6880194234773952,0.056061347353930806,0.006851768559832423,24700753.87053658,123146028.7672686,1328248485.2900164,144086706.59373474,266421412.38780922,2007649936.7810938,1332427134.5954113,1165870.2218321532,0.99562616234356,1.0,-2.306423023162713e-140,1.5654926406790803e-142,11979369.430474676,1432480.81909132,86.79542211792106,86.79712705446224,1039774850.4788504,8.362837801025197,8.362673531692977,8.450070212653387,10.78596280031205,0.27643469567398604,0.27645145293041357,1037710041.8555855,0.13585085705496175,286876448.7905755,236347643.458392,41139698.8181967,279678327.9667383,229513210.92172307,297907134.380583,442990522.90380234,5745936.75331127,16143.409819533514,0.030239459841102385,4.971021627726429,0.5759363867122833,1141850939.598609,260844428.6419062,860436018.6317117,893362889.6572956,32926871.025583874,2573401234.1488976,238587994.58040467,801510239.0491889,74310495.3993435,78199323.5519712,78197286.3882798,44515054.13590388,0.05173546105842762,12015589.057123983,32499465.0787799,337010239.84492296,1114002.4566576213,0.06396110492484534,515843207.5163877,13138739.610152474,87394.11325493398,617648437.0243825,2446206565.5163355,40075511.95245945,16143.409819533514,260316833.85301816,24134779.4973885,30867444.684693765,625768938.8882326,864655113.6182775,2394904.10727564,13138739.610152474,515843207.5163877,40075511.95245945,30882421.851219125,70957933.80367857,70957933.80367857,70957933.80367857,0.035,0.05500000000000001,18.18181818181818,617648437.0243825,297907134.380583,337010239.84492296,30882421.851219125,38967797.56816655,38967797.62776021,0.06309057920640034,0.018800001321348587,6.228896033364921e-167,1.0983273292987681e-306,-6.654814421028057e-163,-4.077286401620471e-146,0.06329723529099271,61229148.8453363,74900795.05604532,-3368494.0538281007,0.019999999999999997,19658219.8694065,16289725.815578302,28508087.439636007,0.04449723396964413,8849867.570229508,87119156.68010294,0.1372133764443458,634917374.225506
79,128059486.49540736,126838734.96635464,25367746.99327093,18450154.99530574,17744218.268871956,191722301.08248934,0.030015028807832297,0.6879908853948686,0.056059423660375335,0.006855761698317775,25441928.04341435,126837060.30242267,1377438906.1976426,149407691.51749116,276297018.0181533,2082086702.9521084,1381773686.6878166,1200846.328487118,0.995596827915053,0.9999999999999999,5.9432502817478865e-158,-3.016154081342891e-160,12423222.707748422,1475455.24366406,86.79320301025993,86.79477262794086,1078270790.2144907,8.42007741657854,8.419925145879331,8.507912525682485,10.859908790957908,0.2764481014791279,0.2764629990672987,1076126053.5511498,0.13583708061032349,297509036.1382952,245107699.396784,42664928.9313259,290047826.81358385,238023624.03166774,308908673.68700475,459498397.8644504,5958142.68761166,16382.057552591048,0.030240820782528797,4.970813351034341,0.5759272381851336,1184126897.6105397,270501948.4901517,892293132.6734501,926446940.6149802,34153807.941530176,2668670835.737322,245736026.6188927,831177339.0265533,76536309.37669812,80541301.0618481,80539397.14376801,46163883.21829277,0.0517362305358498,12462859.233800463,33701023.9844923,349473099.0787235,1147602.5695548628,0.06395924768345337,534929901.14410156,13624643.35577561,89310.35178089507,640508714.7305793,2536773628.000932,41558866.951327674,16382.057552591048,269964549.152936,24858822.8823102,32019725.450896204,648954050.7823443,896674839.0691748,2483527.68312875,13624643.35577561,534929901.14410156,41558866.951327674,32025435.736528967,73584302.68785664,73584302.68785664,73584302.68785664,0.03499999999999999,0.05499999999999998,18.181818181818187,640508714.7305793,308908673.68700475,349473099.0787235,32025435.736528967,40439846.95038633,40439847.013383895,0.06313707541174735,0.018800001321348604,-1.7552482373582796e-184,-1.5e-323,2.3345639259117935e-180,-8.242215825551471e-164,0.06329951540826158,63491737.4225506,77668188.97708203,-3492825.015409207,0.02,20386135.1593098,16893310.143900495,29563461.95188034,0.04449951408691297,9177326.792570537,90338340.78506178,0.13721270017264983,658381772.7657281
80,131898181.75734383,130640596.59968412,26128119.319936827,19001803.42653172,18274627.230843473,197476606.9094368,0.030013753196462906,0.6879647334328317,0.0560579107328058,0.006859284936464075,26205323.683416788,130639021.08787283,1428459312.14926,154927688.04266334,286539491.27769715,2159288210.542873,1432955985.766766,1236871.71834173,0.995569821726533,1.0,3.7755936652516945e-176,-2.0752929558568592e-178,12883580.267768243,1519718.90097398,86.79117017844965,86.79261115824609,1118199572.4952316,8.47774819638309,8.477607444053803,8.56619074022918,10.934399999739103,0.2764600195496649,0.2764731855935673,1115972193.73777,0.13582468796529013,308536387.4355852,254193256.576701,44246795.9804122,300802306.1827042,246850250.71081594,320315980.33721095,476621587.51959056,6178173.4737401,16624.24003716641,0.030242074609875547,4.970622028465931,0.5759195183288376,1227976260.461057,280518896.93972385,925335885.7014264,960761822.9352882,35425937.23386167,2767483640.1069207,253098811.10706267,861949018.5656924,78829109.83567655,82953806.13997915,82952033.22187732,47873950.69298357,0.05173683570687777,12926640.78511127,34947309.9078723,362399739.86383426,1182199.3694441016,0.06395744362258152,554726916.6805012,14128637.875930192,91269.03409329808,664219324.966418,2630709157.528733,43097450.92828462,16624.24003716641,279970802.30587053,25604587.5687795,33214489.90522937,673005003.9574891,929889328.9744029,2575450.59407498,14128637.875930192,554726916.6805012,43097450.92828462,33210966.2483209,76308417.17660552,76308417.17660552,76308417.17660552,0.03499999999999999,0.05499999999999998,18.18181818181819,664219324.966418,320315980.33721095,362399739.86383426,33210966.2483209,41969670.10038269,41969670.166954935,0.0631864635674563,0.0188000013213486,-1.9893420474824144e-202,3.4952079423572446e-22,-4.897485187476024e-198,1.339116072591846e-181,0.06330171285193739,65838177.2765728,80538275.38166623,-3621891.9296554835,0.02,21141137.4063236,17519245.476668134,30658001.744905077,0.04450171153058879,9516864.338581478,93677031.64990318,0.1372123548333089,682715720.2010453
81,135852221.5784832,134556714.23602882,26911342.847205766,19570134.573297866,18821092.75972939,203403385.09389812,0.030012558333955604,0.687940833623829,0.05605678337686122,0.006862370032222804,26991607.84349109,134555236.75154862,1481377253.8396058,160654011.0033787,297162376.3541439,2239356529.7571077,1486041801.2253847,1273977.8698919825,0.995545028827911,1.0,-1.253602578025628e-193,-2.0877804790261134e-196,13361051.18318776,1565310.4680032,86.7893139131019,86.79063281115954,1159614087.1994877,8.535849276001885,8.535719562541388,8.624903941613914,11.009435898617646,0.27647055238478707,0.2764821066010182,1157301244.2149496,0.13581356630530647,319973085.9715542,263616331.975481,45887391.8081715,311955979.6188271,256004756.62693778,332144122.15391415,494382643.1958494,6406319.60674422,16870.009276171113,0.03024322622875346,4.970446849720177,0.5759131416575017,1273457109.7366724,290908542.14824545,959608043.3179497,996352940.2529202,36744896.934970446,2869970530.390378,260682795.81397045,893866049.9694638,81190903.71221462,85438950.23489088,85437306.25124815,49647516.40887365,0.051737286649255476,13407542.422490245,36239973.9863834,375807282.28632426,1217822.8335926263,0.06395569346367722,575260510.6322728,14651392.164575335,93271.06758807707,688811632.483187,2728137584.6866817,44693302.4984732,16870.009276171113,290348827.51599795,26372725.1958429,34453303.78101357,697953684.308592,964342632.7554156,2670794.60118119,14651392.164575335,575260510.6322728,44693302.4984732,34440581.62415935,79133884.12263255,79133884.12263255,79133884.12263255,0.03500000000000001,0.055000000000000014,18.181818181818176,688811632.483187,332144122.15391415,375807282.28632426,34440581.62415935,43559289.55368695,43559289.62401249,0.0632383188394171,0.01880000132134859,-6.291932537739806e-221,3.5603537668509556e-40,7.13214836587569e-216,-4.850874681801526e-199,0.06330383579944045,68271572.0201045,83514847.7979837,-3755864.2451752615,0.019999999999999997,21924226.5822315,18168362.337056223,31793157.744295843,0.04450383447809187,9868931.162064344,97139643.20522332,0.13721230383412392,707951404.4402384
82,139925064.68182677,138590513.19979241,27718102.639958482,20155644.24176377,19384091.602440607,209507813.61152488,0.03001144014790543,0.6879190561023973,0.05605601533285931,0.0068650474868237,27801467.60559288,138589132.5454898,1536262779.2534893,166594249.2615218,308179718.76083887,2322397507.676653,1541101405.2461483,1312197.2059887452,0.995522336416875,1.0,-4.220912058088102e-211,3.6129578670190977e-214,13856267.066330357,1612269.7820433,86.7876246523834,86.78882791589383,1202569177.9643033,8.594380004064558,8.59426084930252,8.68405143246647,11.085016198864793,0.27647979575777204,0.27648984963041695,1200167938.2398088,0.13580361544998762,331834252.7741654,273389386.245812,47588884.6908521,323523587.15610653,265499240.56716475,344408728.79457706,512804973.66344905,6642882.44307828,17119.418045171496,0.030244280516000126,4.970286953565211,0.5759080167803264,1320629671.8514528,301684642.2377459,995154987.1236196,1033267389.1400181,38112402.016398616,2976267207.6225247,268494619.6039953,926970711.9078714,83623757.98817873,87998908.14975886,87997390.86073212,51486924.55921088,0.05173759386685628,13906196.330578484,37580728.2286324,389713478.61690253,1254503.9250206372,0.06395399782865908,596557900.4019084,15193599.662111541,95317.3787901542,714318172.917481,2829187915.766482,46348535.595393576,17119.418045171496,301112348.5847792,27163906.9517182,35737791.51811721,723833157.6896862,1000080424.2735331,2769685.94429214,15193599.662111541,596557900.4019084,46348535.595393576,35715908.64587405,82064444.24126762,82064444.24126762,82064444.24126762,0.034999999999999996,0.054999999999999986,18.181818181818187,714318172.917481,344408728.79457706,389713478.61690253,35715908.64587405,45210813.04651049,45210813.12077685,0.06329226225314664,0.0188000013213486,2.3272715813458122e-238,1.0083160336425035e-57,-2.120984121443759e-233,-3.4511968644185013e-218,0.06330589002687334,70795140.4440238,86601842.10074352,-3894918.6614015186,0.020000000000000004,22736439.5587484,18841520.8973469,32970435.057252787,0.04450588870552474,10233995.498504385,100730756.26064941,0.13721251754047376,734122207.4114796
83,144120273.31956264,142745521.41740653,28549104.283481307,20758843.504596695,19964115.204252344,215795225.81226653,0.03001039480274392,0.6878992760947547,0.05605558002375976,0.006867345493501449,28635610.67868255,142744236.31295866,1593188524.859791,172756275.14832696,319606083.67889297,2408520906.7948155,1598207666.2468517,1351563.1221684082,0.995501633565729,1.0,-2.79152200156825e-229,2.9668023097838705e-232,14369882.899790857,1660637.8755046,86.78609313081824,86.78718704484845,1247121715.0241303,8.653339924381456,8.65323085288672,8.743632720314164,11.16114083490346,0.276487838855888,0.2764964977223169,1244629032.2049234,0.13579474445034664,344135568.3671413,283525341.259972,49353523.220664,335520413.6128014,275346248.52781934,357126012.867228,531912865.3949637,6888174.57589154,17372.51990616702,0.030245242657362198,4.970141483394041,0.5759040511092485,1369556398.515951,312861463.67698383,1032023776.2196552,1071554015.4143062,39530239.19465105,3086514378.7042522,276541119.25974923,961306844.3325809,86129801.4740064,90635919.82349451,90634527.06043501,53394606.69559519,0.05173776799049612,14423258.833904898,38971347.8616903,404136737.4508079,1292274.6023064351,0.06395235647158189,618647303.0440379,15755979.241964245,97408.91435551799,740772693.604051,2933993912.732127,48065342.21662905,17372.51990616702,312275596.84831697,27978824.1602697,37069637.80413935,750677712.2237751,1037150062.0776709,2872255.54844437,15755979.241964245,618647303.0440379,48065342.21662905,37038634.68020255,85103976.8968316,85103976.8968316,85103976.8968316,0.035,0.05500000000000001,18.18181818181818,740772693.604051,357126012.867228,404136737.4508079,37038634.68020255,46926432.28290603,46926432.361308455,0.06334795110379617,0.01880000132134858,7.418973898292169e-257,1.627307120648544e-75,7.429067810153733e-251,8.79291227546454e-237,0.0633078785521313,73412220.741148,89803342.0528488,-4039239.631908647,0.02,23578851.5002661,19539611.86835705,34191393.57100461,0.044507877230782734,10612542.070738504,104455123.75549597,0.13721297109642086,761262750.318036
84,148441516.46139282,147025372.56507826,29405074.513015658,21380259.10056685,20561669.998632025,222271115.1163464,0.030009418789056604,0.6878813741251678,0.056055450156810654,0.00686929128336455,29494766.0414744,147024181.72780916,1652229814.1277058,179148253.65526396,331456575.65883064,2497840551.802282,1657436146.969801,1392110.0158334621,0.995482812136228,1.0,-7.351106916928988e-247,-2.1073244441018496e-250,14902577.895270608,1710457.01176974,86.78471042564628,86.78570107332716,1293330670.4278615,8.712728765265767,8.712629310601175,8.80364750575231,11.237809962353067,0.27649476594903094,0.2765021292964491,1290743380.3659558,0.13578687035993778,356893293.0454113,294037596.984582,51183639.0966328,347962311.41363555,285558793.1578144,370312789.4148602,551731504.1803505,7142520.25734456,17629.369219216776,0.03024611781056285,4.970009591516635,0.5759011562288797,1420302049.2851517,324453800.13870007,1070263209.6534613,1111263483.041934,41000273.38847271,3200857953.4275866,284829336.3338599,996919908.3186073,88711226.80125697,93352292.36097427,93351021.84970054,55373085.227443166,0.05173781993727588,14959411.482362367,40413673.7450808,419096148.9331703,1331167.863869702,0.06395076814976793,641557972.6270083,16339276.103322087,99546.64231251743,768210199.4653215,3042694282.3546233,49845995.41593037,17629.369219216776,323853330.15026796,28818188.8850778,38450589.9899752,778522904.7345158,1075600652.0676453,2978639.19138911,16339276.103322087,641557972.6270083,49845995.41593037,38410509.97326608,88256505.38919644,88256505.38919644,88256505.38919644,0.035,0.055,18.181818181818183,768210199.4653215,370312789.4148602,419096148.9331703,38410509.97326608,48708426.71831151,48708426.801057786,0.06340507695364588,0.018800001321348597,-2.6040950382313098e-275,3.6088627996513823e-93,4.444486248972284e-269,-1.7169432823182462e-254,0.06330980265533105,76126275.0318036,93123584.26601903,-4189019.2321324013,0.019999999999999997,24452577.293576796,20263558.061444484,35457649.45245829,0.044509801333982454,11005072.158881495,108317675.65703294,0.1372136422529076,789408938.3480304
85,152892573.06986853,151433809.29093528,30286761.858187057,22020433.77756526,21177277.851873178,228941139.82269248,0.030008508765770638,0.6878652360646953,0.05605559940487686,0.006870910510184869,30379684.555806477,151432711.40222716,1713464756.1684673,185778653.28588954,343746858.310739,2590474479.9948583,1718865204.641965,1433873.3163084644,0.995465767464553,1.0,-1.6863992682941918e-264,2.2032105097873855e-268,15455056.391271489,1761770.72212283,86.78346799078375,86.78436122380116,1341257196.5807583,8.772546433455684,8.772456141538491,8.864095674524568,11.315023948934854,0.27650065662696505,0.2765068189477767,1338572012.9995234,0.1357799166168239,370124289.2459121,304940049.606124,53081650.6061501,360865720.00274694,296150368.95533085,383986497.9274704,572287006.3735448,7406255.7882972,17890.021154254082,0.030246911083171707,4.969890470502767,0.5758992485917385,1472933778.1458352,336476992.2796346,1109923891.3836322,1152448331.2930627,42524439.9094305,3319449239.185085,293366523.496653,1033857045.5355676,91370292.29479057,96150401.97775319,96149251.45031479,57424976.17582238,0.051737760238049296,15515361.282505376,41909614.893317,434611510.2156754,1371217.7148115605,0.06394923114104432,665320243.3163445,16944262.91937985,101731.55265080484,796666992.7009073,3155432862.406397,51692852.276778385,17890.021154254082,335860852.32216054,29682734.5516301,39882460.12293427,807405604.5654912,1115483112.19058,3088977.68862188,16944262.91937985,665320243.3163445,51692852.276778385,39833349.635045364,91526201.91182376,91526201.91182376,91526201.91182376,0.035,0.05500000000000001,18.18181818181818,796666992.7009073,383986497.9274704,434611510.2156754,39833349.635045364,50559159.33732341,50559159.42462552,0.06346335407509801,0.0188000013213486,-4.59708396263258e-293,8.272686342784475e-111,-7.88382359103053e-287,-7.892629088406126e-272,0.06331166292217581,78940893.8348031,96566962.92814104,-4344456.940594756,0.02,25358773.048638,21014316.108043246,36770877.6818117,0.04451166160082721,11412104.633173697,112323524.5019095,0.13721450991240988,818598008.1431459
86,157477335.37472966,155974686.45874822,31194937.29174965,22679926.76785465,21811476.47832262,235811128.05850965,0.0300076615375386,0.6878507528034974,0.05605600265696267,0.0068722277432513995,31291139.62070364,155973680.17320246,1776974349.702518,192656256.96799272,356493175.11335737,2686545098.312696,1782576094.8930595,1476889.5157977224,0.995450398869033,1.0,-4.158812925264178e-282,1.0917324601175191e-287,16028048.783439174,1814623.84378652,86.78235762995507,86.78315906749354,1390964707.1006627,8.83279300983935,8.832711439518775,8.924977290397877,11.392783370432282,0.27650558648361406,0.2765106372659549,1388178217.2189279,0.13577381261368315,383846043.4807778,316247109.64588,55050065.586419,374247688.1268832,307134970.76645446,398165224.64910156,593606453.0174038,7679729.95854941,18154.531702579312,0.030247627341483896,4.96978334937977,0.5758982498862353,1527521222.2690077,348946948.0151321,1151058296.817003,1195163043.9471436,44104747.13014054,3442445142.070115,302160150.87229896,1072167141.062118,94109323.96431984,99032696.09755754,99031663.2012909,59552992.51504208,0.05173759893721494,16091841.49347458,43461151.0215675,450703351.7091496,1412459.1831545085,0.06394774363308814,689965570.1252663,17571740.876257177,103964.65789003191,826180719.573977,3272358813.3544073,53608357.0531059,18154.531702579312,348314033.5270428,30573216.588179,41367127.52416887,837364041.9646169,1156850239.7147474,3203417.06691383,17571740.876257177,689965570.1252663,53608357.0531059,41309035.97869886,94917393.03180476,94917393.03180476,94917393.03180476,0.035,0.05500000000000001,18.18181818181818,826180719.573977,398165224.64910156,450703351.7091496,41309035.97869886,52481078.80754643,52481078.89962896,0.06352251713195013,0.018800001321348597,4.2331061383295e-311,1.9720527861626037e-128,1.9645665788397492e-304,-1.3931203372510635e-289,0.06331346001685763,81859800.8143146,100138035.02687153,-4505759.516488078,0.019999999999999997,26298637.631022096,21792878.114533525,38132814.750264384,0.04451345869550903,11834177.119242286,116477971.66260187,0.13721555362911636,848868576.3582511
87,162199812.25256106,160651974.48962086,32130394.89792417,23359314.241262823,22464819.92029373,242887082.86098585,0.030006873978908003,0.6878378199875105,0.0560566366126704,0.006873266137301252,32229927.832477853,160651058.4008431,1842842589.2751904,199790173.82187325,369712370.7139023,2786179345.0808644,1848653078.7520335,1521196.2012716578,0.995436609668317,1.0,9.899501908105316e-300,-4.5461331389000386e-306,16622312.492256941,1869062.55910012,86.7813714760132,86.78208651260532,1442518960.727995,8.893468745126787,8.893395467863513,8.986292589548952,11.471089002581882,0.276509627109487,0.2765136511631364,1439627620.7815657,0.1357684930264095,398076689.7364286,327973721.104289,57091484.823756,388125895.32465476,318527111.05313367,412867726.80588746,615717928.1490929,7963304.49298203,18422.957689020877,0.03024827123412451,4.969687498883924,0.5758980858593035,1584136594.2539196,361880163.5913654,1193720842.0246532,1239464117.054196,45743275.02954273,3570008371.7992253,311217912.35257906,1111900887.3250906,96930717.48254086,102001695.44546646,102000777.79360332,61759947.46221624,0.05173734535493189,16689612.291301243,45070335.170915,467392964.00045127,1454928.3234852306,0.06394630403373731,715526571.9739572,18222540.80339102,106246.9933973958,856790417.4459028,3393626813.0651846,55595044.36625454,18422.957689020877,361229331.2361971,31490413.0858244,42906541.23373727,868437857.2504659,1199756780.9484859,3322108.75611317,18222540.80339102,715526571.9739572,55595044.36625454,42839520.87229515,98434565.2385497,98434565.2385497,98434565.2385497,0.034999999999999996,0.05499999999999999,18.181818181818187,856790417.4459028,412867726.80588746,467392964.00045127,42839520.87229515,54476720.03795963,54476720.13505514,0.06358231726210492,0.01880000132134861,0.0,-6.359477788373374e-146,4.15e-322,5.498363058553571e-307,0.06331519493218099,84886857.6358251,103841526.05189115,-4673141.117728817,0.020000000000000007,27273414.251863804,22600273.134135105,39545261.45003002,0.04451519361083237,12271847.19816622,120786514.3677862,0.1372167536618349,880260690.8063387
88,167064132.68893483,165469762.79318333,33093952.558636665,24059189.8160452,23137879.00525413,250175187.41382238,0.03000614304799268,0.6878263377412808,0.056057479513827745,0.006874047668771731,33196869.68161839,165468935.43349826,1911156576.4798663,207189851.01922315,383421913.2702017,2889508858.2412004,1917183533.8950803,1566832.0873098045,0.995424307046321,1.0,2.4496847e-317,2e-323,17238632.96542093,1925134.43587312,86.78050196208656,86.78113578229403,1495988148.058158,8.954574054799686,8.954508653625494,9.048041974823777,11.549941815198357,0.27651284635240714,0.27651592384804924,1492988278.7491913,0.13576389752983326,412835033.1914211,340135381.05679,59208605.3317761,402518675.6206421,330341839.4980895,428113457.38276285,638650557.3446845,8257354.53611775,18695.35678429044,0.030248847158889466,4.969602222412965,0.5758986858211526,1642854777.2974215,375293745.32582295,1237967955.34598,1285410135.0749943,47442179.72901433,3702307655.7093873,320547732.1827137,1153110851.1648366,99836940.27348077,105059996.25511222,105059191.38281305,64048758.251271404,0.0517370081944688,17309461.851226307,46739296.4000451,484702425.85167736,1498662.255442013,0.0639449110197299,742037074.1556435,18897524.25185124,108579.6178138087,888536567.111696,3519397259.982297,57655542.55824184,18695.35678429044,374623812.04482806,32435125.4783991,44502722.742813215,900668153.6576389,1244259503.691298,3445209.78334924,18897524.25185124,742037074.1556435,57655542.55824184,44426828.3555848,102082370.91382663,102082370.91382663,102082370.91382663,0.034999999999999976,0.054999999999999945,18.181818181818198,888536567.111696,428113457.38276285,484702425.85167736,44426828.3555848,56548708.58816937,56548708.69051953,0.06364252277088812,0.0188000013213486,-2.5659460263236092e-23,4.388963015218463e-164,2.5659460263428685e-23,-5e-324,0.06331686896897748,88026069.0806339,107682336.25292526,-4846823.5787430005,0.020000000000000004,28284392.1049061,23437568.52616289,41010085.442086376,0.044516867647628876,12725693.337180274,125254853.16884853,0.1372180912604626,912815883.2344402
89,172074549.3731588,170432263.32422033,34086452.664844066,24780165.05419261,23831241.83396409,257681810.43846956,0.03000546577878891,0.6878162105202106,0.05605851108274948,0.006874593033046346,34192810.266079515,170431523.15193745,1982006634.7358975,214865086.21287143,397639917.51310533,2996670149.3677263,1988258069.9276378,1613837.0499290954,0.995413401799636,1.0,3.381330336652766e-17,-3.381331945571501e-17,17877824.718118627,1982888.46894931,86.7797418101832,86.78029939902751,1551442981.6259363,9.016109513484775,9.016051582361044,9.110226010352285,11.629342964733207,0.2765153083489209,0.2765175150808398,1548330763.3763773,0.13575997028848444,428140575.2107891,352748160.208586,61404223.9659289,417445041.46127504,342594762.5327711,443922591.15174246,662434547.574659,8562269.14765526,18971.787517789813,0.03024935931749979,4.969526854562382,0.575899982065831,1703753424.1435251,389205432.21134686,1283858151.945582,1333061847.755035,49203695.80945287,3839517960.48355,330157771.7779678,1195851542.9808748,102830533.64310685,108210272.51491818,108209577.90553896,66422449.97356073,0.05173659556690011,17952207.38839303,48470242.5851677,502654633.24007004,1543699.196299362,0.06394356350656968,769532153.035443,19597584.640750654,110963.6134643705,921461146.2251589,3649836483.6156483,59792577.14904375,18971.787517789813,388515174.2419177,33408179.2427511,46157768.67845563,934097551.6288327,1290417272.3697534,3572882.98198393,19597584.640750654,769532153.035443,59792577.14904375,46073057.31125794,105865634.46030168,105865634.46030168,105865634.46030168,0.035,0.055,18.181818181818183,921461146.2251589,443922591.15174246,502654633.24007004,46073057.31125794,58699764.133088656,58699764.24094642,0.0637029184535896,0.01880000132134859,2.692189741923727e-41,1.1493147756328435e-181,-2.6778091170966246e-41,-6.403307285441181e-21,0.06331848356553665,91281588.323444,111665547.2306867,-5027036.790507043,0.020000000000000004,29332908.0685947,24305871.278088156,42529223.76625899,0.04451848224418807,13196315.69766429,129888899.71885803,0.13721954888905993,946577224.3918124
